user_id,favorite_song_1,favorite_song_2,favorite_song_3,favorite_song_4,favorite_song_5,favorite_song_6,favorite_song_7,favorite_song_8,favorite_song_9,favorite_song_10,favorite_song_11,favorite_song_12,favorite_song_13,favorite_song_14,favorite_song_15,favorite_song_16,favorite_song_17,favorite_song_18,favorite_song_19,favorite_song_20
8006,141,282,1412,1806,2117,2461,2755,3200,3269,3394,4642,4707,4824,4843,4875,5622,5994,7156,1468,2393
8007,6117,6866,1693,1963,2009,3470,4810,6333,6861,1594,2317,4468,4838,3975,1858,4563,1977,2184,5654,7493
8008,4414,902,2396,4920,5737,6256,411,3400,4388,4460,4582,4862,4934,5434,6282,6740,7318,7717,387,1009
8009,216,4361,4905,6291,6313,7071,7449,1853,2370,4492,4520,4550,4844,5312,5455,5866,4519,2555,4736,6074
8010,1361,3421,437,631,635,817,1251,1347,1357,1456,1651,2156,2762,3905,4361,4934,5142,5698,5970,6041
8011,49,250,1001,1507,2559,2672,2785,2926,2978,3551,3813,5019,5908,6844,6893,4693,859,2705,3372,5191
8012,2014,2026,4304,6078,4043,7273,7577,1251,1736,2665,3879,5602,5869,6594,5186,6837,6944,2047,3289,6110
8013,1173,1611,811,851,1858,3315,3746,4925,5473,6279,6761,6941,362,6251,6510,718,3402,4383,4453,4831
8014,5473,36,411,654,1192,1251,1736,3261,3400,3605,3879,4064,4388,4460,4582,4862,4934,5022,5136,5312
8015,511,635,969,1209,1977,2056,2126,2150,2297,2333,2504,3205,3356,3442,3878,3956,3974,4925,5333,5654
8016,436,2940,3939,6149,2230,3418,6352,1851,3183,3836,4100,4839,5425,5484,6350,6674,7493,1615,2150,3693
8017,554,631,679,1004,1043,1557,1594,1956,3315,3605,3880,3905,3977,4683,5450,5664,6204,6219,6282,6600
8018,1771,5175,5890,6412,5869,5974,339,1172,1989,6282,6911,1900,4683,4782,5532,5628,2559,53,186,512
8019,729,756,796,6577,2572,2607,5812,658,793,1977,3426,3693,4856,4940,5335,5859,5950,6589,7082,7106
8020,679,6496,2518,3517,4170,6587,6930,7389,463,846,1600,2003,2217,3244,3544,6441,6668,7305,1043,1340
8021,94,1089,1493,1693,1963,3056,3389,3520,4477,4810,5808,6357,7146,3689,4245,6659,1220,3753,3454,4275
8022,53,812,813,1075,1251,1581,2078,2347,2398,2755,3003,3188,3508,3879,4304,4707,4803,5174,5598,5705
8023,1209,3275,4931,6659,7156,421,635,950,1127,1142,1194,1473,1842,2127,2317,2469,2767,2929,3980,4024
8024,2740,3331,562,3193,3536,5921,7611,4913,3114,3605,5274,6542,6894,2742,5029,6464,3396,1333,3875,4656
8026,4935,6041,7637,274,566,3833,5166,7638,4656,299,2427,5255,5866,6202,6507,742,2378,521,621,796
8027,595,874,4024,4796,5150,554,862,1194,1253,1257,1895,2519,3335,4968,5632,6537,6769,6841,6892,4303
8028,82,183,581,1061,1169,1784,1916,2534,2899,3652,4263,4351,4641,4986,4998,5162,6928,7170,4642,5442
8029,866,1211,2225,3300,3505,4063,4856,5022,421,950,1004,1473,1532,3219,3567,3616,3698,4361,4478,5262
8030,3517,3552,4170,570,3421,5177,5974,6236,6651,3001,6282,6889,7156,897,1357,1956,1965,4611,4782,5970
8031,3988,7156,352,2122,2852,3344,3464,4943,5497,7273,7383,570,3497,3888,4399,4672,376,772,874,1473
8032,650,1080,1347,2186,5810,7518,1468,2393,2457,4382,796,1671,5974,6889,248,1324,4359,4519,2759,3746
8033,631,740,794,1437,1963,2953,3128,3192,3464,3588,3905,4041,4694,4916,5115,5309,5312,5522,5608,5662
8034,4656,1081,1197,3030,224,897,1388,1588,1847,2146,2197,2284,2628,2891,2972,3094,3178,3331,3357,3567
8035,7379,7523,2317,2802,3315,3975,4325,6989,5942,241,410,421,436,679,757,779,1043,1248,1333,1354
8036,57,5823,7261,7344,274,1347,1721,1211,25,935,1212,1456,1594,1976,2182,2209,2378,2482,2780,2883
8037,138,552,586,738,793,900,1043,1331,1373,1388,1588,1847,1859,2059,2231,2284,2317,2821,3094,3315
8038,376,554,819,874,1014,1194,1196,1244,1341,1473,1536,1543,1581,2103,2261,2313,2347,2393,2419,2736
8039,1631,3088,3567,4386,7753,920,925,1241,2040,2719,2791,2934,3105,3138,3161,3177,3201,3258,3307,3859
8040,5576,598,740,1357,1615,2570,3029,3494,4043,4406,4779,4925,5029,5309,5942,6333,6832,6939,7143,7347
8041,2053,4291,6367,6848,7417,203,297,554,625,950,1189,2232,2313,2519,2555,2609,2740,3216,3410,3880
8042,6608,30,324,1297,1327,1357,1945,2274,2317,3866,4025,4581,5165,5274,5308,6138,6589,3530,6832,7123
8043,272,1173,5554,520,1532,3406,4776,5237,410,1043,1483,1686,2794,2953,2971,3047,5608,5713,6298,324
8044,343,848,2122,4949,3995,5955,7001,2313,3201,6279,7193,7273,88,265,352,1208,1683,2003,2026,2874
8045,1211,1648,3675,6507,5082,1989,7687,1164,4391,1347,1456,1955,2457,2891,3183,4898,7279,7680,3909,6502
8046,318,744,1254,1919,4041,4310,5353,6068,2078,7478,1463,2654,394,555,6701,765,3422,5323,729,756
8047,917,1768,3690,4970,5594,6244,6894,88,142,637,644,734,1027,1117,1202,1383,1628,1718,1981,2398
8048,1117,2771,4582,4934,5498,6282,6679,7318,7757,181,554,830,1333,1437,1989,2317,3257,3319,3510,3805
8049,434,1332,3731,4547,5087,5257,5298,5315,7736,299,418,578,811,1333,2200,2815,3496,4161,4300,5177
8050,13,284,392,631,689,921,1007,1062,1089,1457,1458,1612,1673,1727,1897,1974,1989,2225,2676,3041
8051,2972,772,874,950,1127,1333,1465,1751,1942,2758,2995,3035,3406,3454,4022,4454,4468,4482,4965,5087
8052,2799,2284,2758,97,1127,1159,1362,2231,2739,2744,2886,2946,3406,3698,4100,4736,4749,4856,4940,5377
8053,146,294,554,595,727,845,1217,1891,2197,3273,3384,4446,4808,4935,5054,5122,6041,6367,6462,6911
8054,312,6769,181,1500,2740,7193,7684,2138,5087,893,1442,2120,625,3075,5327,6603,7069,1359,4173,6335
8055,392,2044,7263,364,817,1064,1437,1468,1784,2614,3092,3496,4038,4231,4365,4641,4773,4950,5186,5328
8056,341,343,843,848,1458,1673,1989,2403,3416,3568,5865,6214,6291,6759,2891,7071,2230,3869,4482,5304
8057,591,696,3252,4564,6080,177,3609,5309,6413,7680,7760,104,3479,5060,6256,7151,3988,7156,924,4337
8058,376,430,739,740,772,1211,1347,1503,1594,2427,2650,2798,3509,3517,3693,3805,4024,4043,4272,4840
8059,497,1331,1478,1557,1858,3836,3923,4107,4386,4802,6222,7151,7588,3666,216,555,900,1149,1211,1406
8060,7279,4694,6307,3331,5048,5078,674,1075,1331,1368,1467,1652,1699,2478,2755,3841,4045,4053,4095,4272
8061,1180,1977,5384,6251,811,2372,900,1483,1513,2739,7423,866,1022,1209,1331,1594,2608,2969,3093,3406
8062,364,813,1281,1771,1784,1788,2274,2439,3018,3138,3367,4949,5882,1424,1864,1880,2277,3634,3664,3920
8063,82,130,181,183,299,375,376,554,581,759,1324,1333,1473,1477,1532,1956,2740,2781,2808,3062
8064,243,410,625,811,1248,3406,3888,4303,4776,5237,5654,6364,6761,7069,130,418,1014,1576,1628,2469
8065,6768,289,1581,2047,3289,3339,4817,5635,784,1217,1388,3123,3357,3496,4245,5950,5962,6256,6285,7671
8066,2003,2393,2457,2944,3157,4382,4421,4950,4960,5194,5232,5662,6143,6991,7279,289,343,406,436,611
8067,2351,4074,5925,6800,49,250,1001,1507,2559,2672,2785,2926,2978,3551,3813,5019,5908,6844,6893,43
8068,3,6,49,54,250,259,336,342,595,737,859,961,998,1005,1037,1202,1507,1550,1624,1670
8069,237,333,341,387,437,512,570,607,608,611,650,780,817,866,913,920,925,1007,1046,1142
8070,117,497,2155,5045,5876,2267,3177,5500,5982,6528,6942,1501,862,1194,3528,3951,6691,2311,2317,2818
8071,2447,4304,591,598,611,696,739,1142,1207,1217,1357,1663,1847,2011,2504,3172,3485,3533,3567,4234
8072,2339,5249,5914,7465,1811,1422,1583,1747,1874,1972,2945,4621,4732,5369,6570,7007,7606,7761,163,1150
8073,738,4694,5232,6244,260,2110,5591,2762,2821,4111,7148,837,2106,6462,2238,5942,7549,2059,3698,1493
8074,4038,153,811,1940,2078,3263,3675,3693,3833,3860,4313,4387,4450,4782,4897,4905,4925,5473,5530,5532
8075,4817,2655,2867,152,224,511,801,1669,1860,1953,3183,3205,3454,3976,4399,5064,5464,5466,5654,5836
8076,406,631,848,1153,1673,1727,1989,2225,2378,2380,2719,2789,3041,3059,3100,3112,3313,3416,3471,3473
8077,2147,6720,5594,6608,2393,3805,5056,6831,7262,581,1805,3862,7167,7763,1910,2133,5324,6110,6941,7423
8078,130,181,205,243,294,352,376,418,421,554,595,652,680,772,874,950,1014,1043,1127,1145
8079,5942,7506,1009,2401,4314,6166,7344,4170,5237,5270,5801,7261,3846,4020,4797,6063,520,2002,4931,932
8080,270,292,437,604,611,739,747,894,935,1025,1347,1357,1385,2274,2345,2452,3081,3201,3235,3572
8081,289,341,920,1142,1207,1615,1965,2056,2117,2401,2712,2752,2821,3161,3184,3193,3517,3567,3611,3616
8082,7701,774,5424,3421,5973,6281,246,598,1043,1456,1695,1897,2122,2317,2441,2740,2940,2995,4382,4386
8083,5262,1465,4061,4338,5455,6202,7203,3698,674,1368,1467,1652,2478,5432,5570,6835,762,2026,1473,5398
8084,628,5286,7074,5688,5743,1858,222,894,909,923,1089,1193,1419,1977,2023,2294,2622,2794,2940,3056
8085,410,461,625,738,900,1110,1191,1194,1208,1557,1973,2081,2415,2953,3406,3698,3766,3979,4289,4802
8086,837,1127,1319,1373,2608,2919,3177,3529,4945,5677,6057,6074,6226,6352,7417,7680,1278,1497,1955,1973
8087,34,42,104,163,219,252,289,512,518,583,625,635,648,665,742,747,756,848,849,866
8088,5731,483,1278,2997,7337,6168,7198,5439,5440,689,1695,2753,3565,6333,7495,7541,7725,631,3930,1041
8089,2432,2821,410,3841,7271,494,2531,7726,421,673,950,1388,2740,2794,2995,3698,3805,4454,5056,5087
8090,458,739,1142,1209,1282,1289,1357,1361,1615,1910,1954,1965,1977,2078,2150,2652,3693,3995,4387,4726
8091,299,2388,3552,120,1897,6191,7072,4656,5262,314,393,818,1351,3104,3571,5061,1513,2739,5933,2581
8092,2763,1940,1941,3723,3948,4345,4446,5463,6637,6727,7197,299,667,1478,2507,7742,2186,2684,3810,1727
8093,1101,4844,323,436,2332,3474,3695,3976,5869,6177,6496,6577,6761,7549,1187,6710,631,1379,1423,1891
8094,18,811,1955,2385,2921,3564,4446,4475,5405,5416,5472,5473,6065,6216,7156,7736,1943,4245,1142,3514
8095,493,900,1588,4342,6462,2739,224,552,738,793,866,1211,1331,1721,2225,2794,3505,3576,3675,3888
8096,25,253,739,1192,1648,1758,1847,1870,1965,2197,2348,2472,2762,2794,3552,3689,4010,4102,4107,4272
8097,1962,2543,2972,7497,6707,1454,3552,1180,6866,2969,893,1346,1442,3333,4860,6646,243,741,1935,2410
8098,181,376,934,1200,1720,2127,2152,2740,2758,2995,3642,3954,4197,4454,5011,5262,5388,5594,5772,6074
8099,1179,817,3104,1989,2511,3005,3090,4456,5582,216,794,1009,1557,1686,3897,4915,4970,5942,6063,6166
8100,535,1028,1359,2399,2521,3162,3524,3671,3936,4755,5419,6745,376,2457,2704,3051,3805,4289,6702,6954
8101,181,299,380,458,578,679,811,950,1043,1333,1393,1473,1477,1532,1557,1594,2317,2740,2794,2808
8102,598,917,1289,1357,1758,1910,1940,1941,2665,2728,3315,3321,3939,5634,5896,6086,6659,7376,1080,2676
8103,562,1940,2755,4036,5635,5731,5806,6597,7670,1354,1430,1758,2398,3294,4881,4934,5869,6637,7113,7720
8104,1811,4529,5659,419,4513,4636,4851,5187,5889,7328,813,5824,1940,1941,3723,3948,4345,4446,6637,7376
8105,1580,478,3785,3894,4709,4848,7118,631,6793,3128,3217,2158,5428,6360,6573,4921,5844,6687,133,1347
8106,27,321,520,526,2388,3192,3201,4898,5082,3372,3466,3794,5962,1235,1415,6813,591,696,897,1207
8107,3536,3402,3524,4383,4453,4831,5012,5716,7110,7277,7689,3093,3859,517,566,608,674,925,927,1039
8108,1160,2267,4745,6625,88,143,383,388,734,738,904,934,950,1127,1143,1228,1319,1473,1703,2658
8109,183,581,950,2740,5162,7577,874,1831,4986,5483,6928,6929,4208,672,1901,3805,5662,1477,1876,4611
8110,312,608,648,689,884,1007,1039,1116,1327,1352,2684,2801,3074,3112,3114,3280,3389,3473,3568,3743
8111,104,428,1303,1783,2326,2382,2844,3120,3471,3479,4111,4441,4539,4888,5633,5778,7138,562,585,1981
8112,1138,2581,3528,4387,5946,7409,7451,3141,142,384,793,1331,1473,1532,2138,2464,3576,3694,3698,4111
8113,1155,2198,4566,208,349,575,1311,5152,5542,6967,6971,6973,6977,7124,5026,5662,5987,1222,79,3611
8114,628,867,1586,2120,3314,3467,4436,6748,1075,1673,1847,4539,5143,54,449,595,981,1337,1442,1670
8115,1594,7493,79,90,117,248,282,286,393,705,757,811,818,849,866,891,900,1004,1046,1089
8116,2059,2190,2696,4736,4766,5748,7760,37,7121,5086,4272,6710,4544,5124,740,1142,3505,5970,6282,1388
8117,1414,4438,1581,2398,4373,3976,2518,3517,4170,6587,6748,6785,4766,520,1816,4020,4797,4811,2122,2852
8118,1789,312,6769,1796,2722,3725,4984,5954,442,5122,7255,2510,4468,1314,5340,6009,1674,3272,7069,1190
8119,1085,3712,3746,6080,7504,1423,4642,5442,5450,5942,2821,3939,4272,5086,6727,6941,1374,95,1067,6502
8120,477,925,42,1941,2762,2855,3176,3183,3505,3859,4387,4389,4791,5654,5942,5946,6364,7736,2231,2712
8121,631,1192,1251,1646,1736,3071,3605,3879,3892,4898,4905,4934,4965,5142,5810,5869,6230,6282,6313,6793
8122,163,186,243,251,292,373,512,607,817,1101,1142,1152,1153,1172,1192,1277,1347,1349,1385,1442
8123,282,372,410,497,635,794,800,1142,1207,1209,1357,1628,1686,1847,1962,2401,2461,2518,3533,3567
8124,2643,7613,927,1220,1272,1483,6168,6607,2855,272,1586,925,842,2459,5166,758,1642,2396,2819,3479
8125,42,120,163,352,436,1004,1043,1046,1695,1739,1758,1837,1858,1943,1977,2317,3084,3183,3184,3321
8126,598,1328,537,1173,5491,5554,5555,6751,3396,19,3389,4888,6468,2378,1852,2204,2333,104,721,4910
8127,194,1133,3342,3379,4935,6864,1779,1808,2142,2218,4284,5348,6258,1682,2822,5246,951,2771,4992,1847
8128,6033,6674,7760,2821,1207,1580,4766,5426,5942,3183,1847,3567,6832,2231,3576,3888,6308,1142,3514,4539
8129,1847,2106,2284,4925,6832,289,635,739,747,796,1766,2225,3201,3474,4399,5177,5970,6357,6645,6910
8130,5070,5396,7148,2361,4905,6313,7071,7657,65,90,117,286,322,428,494,552,598,652,658,738
8131,3746,3897,794,1008,1009,1014,1437,1686,2301,2457,2469,2519,2568,2971,3273,3552,3766,3805,3888,4289
8132,5294,5341,6719,1139,1586,3479,4031,4542,4551,1207,1580,4766,1251,1736,3261,3879,5869,552,3047,3980
8133,693,796,3081,4835,5590,7189,85,1768,2015,4001,7415,7433,1292,1576,2339,3974,7540,913,1383,4288
8134,216,289,436,437,866,875,1046,1209,1251,1357,1671,1900,1989,2156,2671,3421,3533,3693,3879,3892
8135,1266,3951,4316,6154,135,138,175,641,1043,1438,1532,2808,3406,4003,4776,5237,5258,5350,5355,5473
8136,216,2828,5924,2238,4672,1251,1736,3879,5869,851,4100,7070,739,5978,6534,526,1041,2305,3783,7553
8137,306,741,753,884,1150,1172,1217,1251,1327,1594,1642,1671,1758,1908,1977,2126,2182,2225,2284,2590
8138,974,7396,113,927,1307,1891,3161,4925,5455,5691,6285,7588,30,3474,3939,4382,4898,4940,7052,7279
8139,5779,849,1568,2197,3693,5164,5869,5933,6242,6643,6981,7671,1673,2403,34,5654,1965,5946,7198,1347
8140,3093,4102,4225,1180,2886,5294,3878,3956,4272,5817,1207,3567,5826,7148,2683,6353,793,5388,2739,2940
8141,1456,2317,3315,3975,7478,4334,7319,7529,143,152,336,420,737,738,859,867,894,980,981,1363
8142,88,143,376,738,1160,1405,1594,1720,1842,2152,2448,2960,2972,3062,3081,3177,3201,3428,3698,3980
8143,7263,265,7290,1155,1335,1374,4519,1131,1556,1888,3100,6036,6349,6859,967,4024,5124,5150,5473,6046
8144,5513,2771,53,3988,372,447,565,2031,2600,2643,2680,2763,2822,3507,3905,4359,4364,4460,4663,4934
8145,494,611,900,1004,1251,1331,1357,1466,1532,1594,1758,1847,1868,1962,2133,2138,2301,2891,2969,3093
8146,641,4003,5258,5350,6600,1117,969,2078,2923,4107,4918,5335,6057,6114,6227,6251,6260,6270,6826,7082
8147,800,4300,6017,13,589,689,848,921,1458,2097,2427,3114,3743,3905,4009,4338,4477,4585,4855,5045
8148,130,352,578,595,762,874,1127,1720,2393,4061,4073,4526,5122,5150,6219,6335,6456,3600,181,1194
8149,355,2590,2759,2808,3110,3193,248,376,436,554,595,772,1008,1473,1594,1842,2127,2313,2556,2736
8150,6910,1007,1571,5554,1209,3275,3988,6943,7156,7609,3421,119,4940,5315,5450,280,3454,7344,7658,7698
8151,2808,3789,4024,6371,6528,6584,6954,7290,6,265,664,757,948,2186,2415,3974,4478,5187,6108,7563
8152,123,474,2495,2912,3047,3302,4320,4333,4341,5042,6602,6797,7372,7563,2507,5942,42,243,247,277
8153,2138,5087,6496,312,343,570,811,897,1009,1362,1383,1847,3207,3756,4382,4512,4922,5232,5297,5377
8154,900,1588,2231,3576,3888,4188,6382,6462,5815,5871,1235,2043,3925,4749,2117,42,924,1388,3331,3533
8155,341,406,842,848,1087,1673,2197,2361,2364,4275,4949,5880,6214,6307,71,611,1345,1348,3314,3321
8156,10,921,1727,3112,4551,6842,7654,7701,418,463,2740,2808,3273,5473,5534,6005,6668,7193,1483,1724
8157,900,934,2570,3275,3315,3331,4739,6456,6659,1594,7493,642,3453,5036,7549,2752,1155,1374,6222,299
8158,595,757,811,1046,1473,2186,2194,2313,2345,2443,3046,3406,3517,3936,4162,4468,4897,4921,5365,5466
8159,497,900,6462,3331,7631,341,674,740,935,1743,1799,2284,2721,2940,3356,3402,4836,5384,5432,5522
8160,1594,7493,2671,142,658,3453,3939,3976,4931,6194,6350,7549,7609,7671,3454,6042,2891,3176,4539,5722
8161,418,762,1008,1473,1842,2127,2312,2519,2556,3975,4868,5237,5608,6219,6299,6350,6521,7573,4736,7632
8162,166,257,477,900,935,1007,1383,1671,1940,1941,2122,2815,3105,3357,3939,3976,4835,4925,5950,6420
8163,3421,2122,7698,289,512,891,1385,2052,2560,2855,3473,3564,3695,3905,4144,4364,4934,5082,5115,5498
8164,187,253,497,520,619,747,817,849,925,1357,1373,1847,2182,2303,2361,2378,2762,3006,3161,3209
8165,904,1850,2063,2483,2798,3534,5304,7108,7253,598,220,388,2325,4272,152,914,1114,1860,1933,2621
8166,2284,1811,2432,2678,1194,6539,2609,3278,4188,5341,6941,7006,2794,2821,3888,696,2940,3047,3252,3454
8167,718,3402,3524,4383,4453,4831,5012,5601,7110,7689,554,1465,4061,5390,934,1965,5970,4303,4272,1876
8168,1727,53,99,278,289,292,380,381,436,562,679,811,818,837,878,1004,1043,1046,1087,1101
8169,436,518,1150,1847,2049,2059,2652,3567,3878,3939,4244,4272,4387,5048,5086,5177,5333,5946,6832,6866
8170,133,306,1459,2209,2317,2864,4446,6665,7156,7376,5341,1014,2401,3047,4931,5942,7506,3462,4080,2179
8171,4389,3698,7121,552,738,1359,4173,4342,5078,6335,6648,7769,2059,2106,367,1594,2138,2448,5087,6930
8172,740,979,1089,1640,1963,2801,3770,4357,4520,4993,5287,5633,5767,5884,6639,6675,6780,7676,7710,1002
8173,4910,7736,1194,3183,4272,5513,5608,6063,6219,6285,7577,4187,570,686,2117,2122,2755,3001,4086,4387
8174,1784,1805,1901,3029,3642,3862,4915,3923,237,644,1009,1016,1286,1437,1468,1557,1628,2122,2393,2457
8175,6759,3384,4036,5812,6166,4441,3536,277,526,1009,1454,1628,1655,1673,1785,2008,2122,2393,2401,2457
8176,435,755,966,1953,2483,3468,5294,5617,6824,7021,83,1146,3478,4651,5243,5396,5764,7115,4838,3463
8177,143,260,263,270,330,747,817,923,1004,1054,1155,1357,1671,1673,2023,2031,2572,2815,2883,3007
8178,2721,3850,4022,900,1138,1250,1390,1492,2231,2290,2798,2923,3093,3528,3534,3576,3698,3888,4107,4188
8179,851,5473,6421,1138,3528,3156,7107,7258,494,5212,5388,800,4300,6017,6198,6279,4124,4476,3891,4399
8180,12,282,372,598,900,1004,1043,1217,1383,1466,1615,1758,1847,1956,1977,2117,2622,3029,3161,3342
8181,264,589,804,1010,1116,2360,2362,2928,3940,4275,4477,5255,5289,5569,5806,6045,6275,6291,6474,6979
8182,811,1043,2317,2754,2808,3241,3804,6309,6691,7193,7684,4314,1628,1699,1847,2122,2457,3242,4055,4147
8183,692,3625,2808,647,1250,2284,3209,3687,6539,683,2739,4849,1483,2290,3395,4272,4424,4468,5337,5844
8184,330,1679,2097,2298,2943,3313,3372,5898,6032,6608,7586,187,1126,30,45,849,1513,1886,2252,2779
8185,49,250,324,444,595,998,1336,1419,1507,1576,1643,1766,2023,2170,2194,2274,2296,2333,2443,2506
8186,1847,3567,6285,6281,1089,3171,3520,4453,5432,99,1693,1963,3237,3389,4357,5235,5574,6010,6449,6620
8187,608,1900,2359,4113,4971,5115,5233,5880,6282,934,1594,2570,2676,4143,4345,5534,6241,7078,7460,421
8188,830,3001,3718,4231,5608,5664,7506,7682,2519,3805,4803,5090,5262,5553,6364,6988,7236,6,123,352
8189,6,29,123,152,260,282,318,352,461,511,737,782,811,909,914,949,1045,1054,1297,1419
8190,689,3376,4156,7123,7202,7588,224,520,3552,3888,5262,5388,5534,6589,2518,5942,6166,6587,1209,1989
8191,635,950,1473,4111,5513,6335,7066,5955,7001,3062,4356,5417,6959,300,729,934,1241,1758,1941,3194
8192,3993,6352,7108,315,6748,6785,1117,3257,3345,7049,2284,4726,5341,757,900,2969,1596,1194,1373,5294
8193,410,950,1043,1594,2081,2622,2969,3698,3979,4468,5341,5388,6603,7726,934,1532,2483,5086,5617,6074
8194,3342,4618,4935,1138,3528,5879,3083,4328,1480,5994,517,1633,4245,5603,5806,6474,341,5402,6014,7769
8195,741,1456,2202,3193,4043,4672,4910,6502,6627,7072,5210,6091,635,875,1126,1954,3184,3489,4387,4824
8196,1142,5955,4033,4539,5704,6357,7138,7258,436,843,1615,2225,2622,3693,4387,4477,5478,5946,6350,6627
8197,5164,7543,2514,519,875,1853,2361,3086,3088,3331,4423,4888,6035,6241,6421,6515,6627,3196,3761,740
8198,71,5942,1117,3257,3345,7049,57,6420,7040,7261,4468,6603,780,2040,6335,413,3219,3344,4939,3620
8199,2799,5530,6930,7389,1155,187,1571,2317,3315,3975,4803,7139,6467,7456,77,2999,3874,5675,3341,762
8200,1378,2755,830,2572,3001,3600,7651,1718,4922,4949,7368,591,696,7474,1357,2762,3533,4389,4857,6520
8201,82,240,347,426,499,581,992,1071,1286,1425,1468,1574,1784,1830,2034,2277,2611,2614,2781,3018
8202,6,49,50,250,595,737,1001,1202,1340,1507,1767,2186,2194,2540,2559,2672,2704,2785,2926,2978
8203,380,421,1014,1374,1454,1673,1746,2044,2317,2361,2362,2519,2536,2609,2740,5087,5237,5530,5608,5654
8204,224,742,811,849,1264,1454,1458,1483,1576,1727,1858,2719,2883,2988,3105,3215,3412,3567,3611,3841
8205,4265,237,248,280,376,581,762,811,1009,1127,1149,1248,1324,1383,1437,1557,1628,1675,1788,1831
8206,1173,1611,2588,2631,3107,3754,4239,4716,4798,5064,5799,5037,5874,1739,3686,5550,6288,7206,2015,2111
8207,2518,3517,4170,6587,6930,7389,800,4053,4300,6017,1349,1548,2186,2684,3073,3114,4004,4936,5770,306
8208,1388,5355,5613,5735,7767,2918,5011,1705,2127,3461,6311,7271,319,1743,2608,3567,3745,1847,6832,497
8209,1758,1940,1977,2930,4726,6364,6558,6727,757,935,1847,4468,5086,5558,5889,5964,5974,6077,772,1194
8210,1009,2401,2457,4382,4931,5244,5662,5702,7424,7506,282,974,1718,2035,2041,2393,2461,3068,3319,3342
8211,57,135,406,1087,1458,1673,2225,2504,2842,3090,3193,3211,3473,3552,3936,4095,4170,4359,4477,6277
8212,53,292,372,436,893,950,1004,1075,1319,1333,1357,1532,1671,1758,1940,1956,2305,2398,2439,2568
8213,2891,3176,4539,5722,6813,2110,2317,3315,3975,187,1571,4803,7139,224,323,497,518,608,696,793
8214,364,1144,5955,6825,6,42,140,219,253,286,343,436,437,512,516,517,567,742,784,797
8215,299,562,897,913,1956,2439,2572,2585,2728,3219,3747,3817,4038,5009,5270,5955,6080,7001,7389,7465
8216,208,1311,3649,3664,3916,4974,6967,7124,34,624,876,1172,1347,1468,2117,2121,2133,2518,2622,3465
8217,22,27,42,49,134,174,289,292,343,391,437,604,611,621,638,658,668,739,796,876
8218,292,436,624,747,801,1046,1207,1217,1357,1466,1594,1758,1935,1940,2665,2940,3205,3342,3533,3572
8219,2026,4821,4898,6244,6603,6605,282,3878,7451,5442,936,1229,2384,3429,4137,5511,1454,1847,4718,6033
8220,2447,3766,120,4107,4918,6260,6270,34,130,598,811,950,1209,1675,2652,3315,3396,3841,3878,3969
8221,42,740,866,1347,1513,1853,2011,2225,2739,2762,3088,3426,3505,4036,4086,5563,6122,6627,7423,400
8222,6930,7389,3853,4161,6263,2317,3315,3975,641,4003,5258,5350,6600,1989,7146,6960,248,595,762,772
8223,436,756,2317,2570,2572,3219,5691,7671,1209,2133,3275,3988,6370,6659,6943,7156,7609,6057,6227,6251
8224,130,135,248,251,299,1142,2133,3193,3431,3517,3871,6084,6131,6279,6659,6718,6732,6833,7316,7344
8225,410,673,516,882,920,2122,2372,2728,2942,3384,5086,5812,6166,7101,7261,7670,900,1362,3517,4170
8226,1925,3888,4272,5087,5617,323,1743,2117,2317,2674,3315,3975,7726,6285,6866,36,306,372,589,651
8227,105,135,277,280,535,696,2469,3128,3193,3517,3590,4170,4803,7279,7542,7642,2967,5313,265,270
8228,980,2336,2413,2993,3042,5072,5276,5336,6099,6172,6465,7563,1362,5799,22,23,27,4835,6910,334
8229,966,1127,1596,2124,2483,2995,3108,5294,5617,5919,7021,7108,674,3679,4538,6835,3471,4477,4815,7195
8230,213,436,518,813,1152,1220,1251,1532,1940,2138,2385,2461,2622,2821,3205,3273,4446,4851,4925,4934
8231,3979,5309,6413,7680,2317,3315,3975,5763,1971,3494,3609,6167,2570,2762,3859,4910,5978,7423,4036,2059
8232,2482,5530,6168,5637,5410,343,4384,7112,1354,866,2225,3505,526,3201,4925,4043,4492,517,7450,6910
8233,650,1274,1687,2205,2455,2779,3005,3961,4849,5487,6483,7017,2932,405,649,4576,5093,5892,1152,1920
8234,2317,3315,3975,410,830,2284,2452,2519,2652,3029,3803,4272,4387,5237,6022,6991,7720,755,2483,800
8235,2442,7091,7557,2138,5087,4468,1532,3406,4776,5237,966,3468,4796,6824,497,1389,65,3687,4836,6539
8236,658,4477,1594,2150,2940,5036,7402,7493,1806,2041,6336,3552,385,1273,4334,7529,272,2631,1223,2869
8237,6,34,42,69,90,142,143,186,187,243,253,282,315,428,474,510,512,552,658,738
8238,216,393,598,1438,2291,2447,2971,3479,3938,3976,4477,5044,5688,5973,6333,6413,6589,6608,689,843
8239,28,373,436,694,812,913,1314,1758,2439,3003,3188,3303,3394,3465,3508,3860,3871,4304,4451,4808
8240,248,2238,3161,3193,7698,3783,436,611,811,1150,1478,2317,2332,3878,3888,4033,4387,4934,5450,5594
8241,2361,2590,6507,6999,7658,7692,117,517,556,566,674,1087,1739,1979,2427,2472,3520,3943,4112,4361
